"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"1996","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"1997","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"1998","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"1999","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2000","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2001","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2002","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2003","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2004","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2005","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2006","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2007","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","..","","","0"
"2008","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2009","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2010","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2011","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2012","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2013","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2014","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2015","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2016","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2017","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2018","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2019","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2020","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2021","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2022","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"2023","Lacombe County, Alberta","2011A00054808022","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844181","239.4.3","","F","","","0"
"1987","Leduc, Alberta","2011A00054811016","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824885","152.4.3","442","","","t","0"
"1987","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","461","","","","0"
"1988","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","457","","","","0"
"1989","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","471","","","","0"
"1990","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","481","","","","0"
"1991","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","517","","","","0"
"1992","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","514","","","","0"
"1993","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","510","","","","0"
"1994","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","513","","","","0"
"1995","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","531","","","","0"
"1996","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","525","","","","0"
"1997","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","524","","","","0"
"1998","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","543","","","","0"
"1999","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","556","","","","0"
"2000","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","578","","","","0"
"2001","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","638","","","","0"
"2002","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","626","","","","0"
"2003","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","638","","","","0"
"2004","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","643","","","","0"
"2005","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","649","","","","0"
"2006","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","678","","","","0"
"2007","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","753","","","","0"
"2008","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","822","","","","0"
"2009","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","853","","","","0"
"2010","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","847","","","","0"
"2011","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","877","","","","0"
"2012","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","867","","","","0"
"2013","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","866","","","","0"
"2014","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","904","","","","0"
"2015","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","922","","","","0"
"2016","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","941","","","","0"
"2017","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","938","","","","0"
"2018","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","982","","","","0"
"2019","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","1011","","","","0"
"2020","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","1052","","","","0"
"2021","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","1068","","","","0"
"2022","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","1131","","","","0"
"2023","Lethbridge, Alberta","2011S0504810","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824840","153.4.3","1278","","","","0"
"1987","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","463","","","","0"
"1988","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","401","","","","0"
"1989","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","396","","","","0"
"1990","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","414","","","","0"
"1991","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","476","","","","0"
"1992","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","463","","","","0"
"1993","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","448","","","","0"
"1994","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","451","","","","0"
"1995","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","449","","","","0"
"1996","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","461","","","","0"
"1997","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","492","","","","0"
"1998","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","506","","","","0"
"1999","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","502","","","","0"
"2000","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","516","","","","0"
"2001","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","584","","","","0"
"2002","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","582","","","","0"
"2003","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","607","","","","0"
"2004","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","631","","","","0"
"2005","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","636","","","","0"
"2006","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","710","","","","0"
"2007","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","774","","","","0"
"2008","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","859","","","","0"
"2009","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","836","","","","0"
"2010","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","866","","","","0"
"2011","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","886","","","","0"
"2012","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","937","","","","0"
"2013","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1067","","","","0"
"2014","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1230","","","","0"
"2015","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1146","","","","0"
"2016","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1070","","","","0"
"2017","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1064","","","","0"
"2018","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1071","","","","0"
"2019","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1094","","","","0"
"2020","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1136","","","","0"
"2021","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1088","","","","0"
"2022","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1046","","","","0"
"2023","Lloydminster, Alberta part, Saskachewan/Alberta","2011S050648840","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824887","154.4.3","1084","","","","0"
"1987","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1988","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1989","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1990","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1991","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1992","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1993","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1994","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1995","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1996","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1997","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1998","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"1999","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2000","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2001","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2002","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2003","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2004","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2005","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2006","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2007","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","..","","","0"
"2008","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2009","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2010","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2011","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2012","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2013","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2014","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2015","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2016","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2017","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2018","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2019","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2020","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2021","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2022","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"2023","Mackenzie No. 23, Alberta","4817095","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844184","240.4.3","","F","","","0"
"1987","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","367","","","","0"
"1988","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","372","","","","0"
"1989","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","381","","","","0"
"1990","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","401","","","","0"
"1991","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","392","","","","0"
"1992","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","404","","","","0"
"1993","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","409","","","","0"
"1994","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","421","","","","0"
"1995","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","427","","","","0"
"1996","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","431","","","","0"
"1997","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","441","","","","0"
"1998","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","443","","","","0"
"1999","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","459","","","","0"
"2000","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","485","","","","0"
"2001","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","513","","","","0"
"2002","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","534","","","","0"
"2003","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","553","","","","0"
"2004","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","568","","","","0"
"2005","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","582","","","","0"
"2006","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","604","","","","0"
"2007","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","658","","","","0"
"2008","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","677","","","","0"
"2009","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","687","","","","0"
"2010","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","690","","","","0"
"2011","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","698","","","","0"
"2012","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","702","","","","0"
"2013","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","727","","","","0"
"2014","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","795","","","","0"
"2015","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","828","","","","0"
"2016","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","826","","","","0"
"2017","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","843","","","","0"
"2018","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","836","","","","0"
"2019","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","882","","","","0"
"2020","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","910","","","","0"
"2021","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","928","","","","0"
"2022","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","1011","","","","0"
"2023","Medicine Hat, Alberta","2011S0504805","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824842","155.4.3","1122","","","","0"
"1987","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1988","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1989","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1990","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
