"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1992","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1993","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1994","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1995","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1996","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1997","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1998","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"1999","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2000","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2001","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2002","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2003","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2004","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2005","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2006","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2007","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","..","","","0"
"2008","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2009","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2010","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2011","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2012","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2013","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2014","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2015","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2016","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2017","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2018","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2019","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2020","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2021","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2022","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"2023","Mountain View County, Alberta","2011A00054806028","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844186","241.4.3","","F","","","0"
"1987","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1988","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1989","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1990","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1991","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1992","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1993","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1994","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1995","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1996","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1997","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1998","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"1999","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2000","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2001","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2002","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2003","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2004","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2005","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2006","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","..","","","0"
"2007","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2008","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2009","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2010","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2011","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2012","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","977","","","","0"
"2013","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2014","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2015","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2016","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
"2017","Okotoks, Alberta","2011S0504820","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135741","202.4.3","","F","","","0"
